year,reference,family,genus,species,m.d.g,latitude,hemisphere,biome,growth,life.history,si,mean.tm,References
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,antonina,D,,N,,1,1,1,0.25,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,bartisifolia,D,,N,,1,1,1,0.88,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,childii,D,,N,,1,1,1,0.57,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,concolor,D,,N,,1,1,1,0.51,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,corymbosa,D,,N,,1,1,1,0.6,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,grandiflora,D,,N,,1,1,1,0.7,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,greenii,D,,N,,1,1,1,0.96,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,linearis,D,,N,,1,1,1,0.57,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,multicolor,D,,N,,1,1,1,0.65,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,parryii,D,,N,,1,1,1,1,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,parviflora,D,,N,,1,1,1,0.53,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,rattanii,D,,N,,1,1,1,0.12,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,sparisiflora_arvensis,D,,N,,1,1,1,0.78,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,sparisiflora_collina,D,,N,,1,1,1,0.001,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,sparisiflora_sparsiflora,D,,N,,1,1,1,0.49,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,tinctoria,D,,N,,1,1,1,0.6,
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,violacea,D,,N,,1,1,1,0.33,
1998,"Wolff K, Friso B, JMM van Damme. 1988. Outcrossing rates and male sterility in natural populations of Plantago coronopus. Theor Appl Genet 76:190_196",Plantaginaceae,Plantago,coronopus,D,52.65,N,6,1,5,1,0.576,"Wolff K, Friso B, JMM van Damme. 1988. Outcrossing rates and male sterility in natural populations of Plantago coronopus. Theor Appl Genet 76:190_196"
1997,"Petit, C., P. Lesbros, X. J. Ge, and J. D. Thompson. 1997. Variation in flowering phenology and selfing rate across a contact zone between diploid and tetraploid Arrhenatherum elatius (Poaceae). Heredity 79:31_40.",Poaceae,Arrhenatherum,elatius,M,41.58,N,6,1,4,,0.704,"Petit, C., P. Lesbros, X. J. Ge, and J. D. Thompson. 1997. Variation in flowering phenology and selfing rate across a contact zone between diploid and tetraploid Arrhenatherum elatius (Poaceae). Heredity 79:31_40."
1991,"Macdonald, S. E., and V. J. Lieffers. 1991. Population variation, outcrossing, and colonization of disturbed areas by Calamagrostis canadensis - Evidence from allozyme analysis. American Journal of Botany 78:1123_1129.",Poaceae,Calamagrostis,canadensis,M,59.15,N,4,1,4,1,0.929,"Macdonald, S. E., and V. J. Lieffers. 1991. Population variation, outcrossing, and colonization of disturbed areas by Calamagrostis canadensis - Evidence from allozyme analysis. American Journal of Botany 78:1123_1129."
1985,"Ennos RA. 1985. The mating system and genetic structure in a perennial grass, Cynosurus cristatus L.. Heredity 55:121_126",Poaceae,Cynosurus,cristatus,M,54.98,N,6,1,4,0,0.96,"Ennos RA. 1985. The mating system and genetic structure in a perennial grass, Cynosurus cristatus L.. Heredity 55:121_126"
1993,"Bush EJ, SCH Barrett. 1993. Genetics of mine invasions by Deschampsia cespitosa (Poaceae). Can. J. Bot. 71:1336_1348",Poaceae,Deschampsia,caespitosa,M,46.5,N,6,1,4,0,0.92,"Bush EJ, SCH Barrett. 1993. Genetics of mine invasions by Deschampsia cespitosa (Poaceae). Can. J. Bot. 71:1336_1348"
1980,"Sanders TB, JL Hamrick. 1980. Variation in the breeding system of Elymus canadensis. Evolution 34(1):117_122 ",Poaceae,Elymus,canadensis,M,39.5,N,2,1,4,,0.069,"Sanders TB, JL Hamrick. 1980. Variation in the breeding system of Elymus canadensis. Evolution 34(1):117_122 "
1982,"Adams WT, RW Allard. 1982. Mating system variation in Festuca microstachys. Evolution 36:591_595",Poaceae,Festuca,microstachys,M,43.5,N,3,1,1,,0.001,"Adams WT, RW Allard. 1982. Mating system variation in Festuca microstachys. Evolution 36:591_595"
1977,"Babbel, G. R., and R. P. Wain. 1977. Genetic structure of Hordeum jubatum. I. Outcrossing rates and heterozygosity levels. Canadian Journal of Genetics and Cytology 19:143_152.",Poaceae,Hordeum,jubatum,M,40.1,N,1,1,4,1,0.013,"Babbel, G. R., and R. P. Wain. 1977. Genetic structure of Hordeum jubatum. I. Outcrossing rates and heterozygosity levels. Canadian Journal of Genetics and Cytology 19:143_152."
1978,"Brown, A. H. D., D. Zohary, and E. Nevo. 1978. Outcrossing rates and heterozygosity in natural populations of Hordeum spontaneum Koch in Isreal. Heredity 41:49_62.",Poaceae,Hordeum,spontaneum,M,32.47,N,3,1,1,0,0.015,"Brown, A. H. D., D. Zohary, and E. Nevo. 1978. Outcrossing rates and heterozygosity in natural populations of Hordeum spontaneum Koch in Isreal. Heredity 41:49_62."
2004,"Abdel_Ghani, A. H., H. K. Parzies, A. Omary, and H. H. Geiger. 2004. Estimating the outcrossing rate of barley landraces and wild barley populations collected from ecologically different regions of Jordan. Theoretical and Applied Genetics 109:588_595.",Poaceae,Hordeum,spontaneum,M,31.25,N,1,1,1,0,0.005,"Abdel_Ghani, A. H., H. K. Parzies, A. Omary, and H. H. Geiger. 2004. Estimating the outcrossing rate of barley landraces and wild barley populations collected from ecologically different regions of Jordan. Theoretical and Applied Genetics 109:588_595."
1972,"Allard RW, Kahler AL, BS Weir. 1972. The effect of selection on esterase allozymes in a barley population. Genetics 72:489_503",Poaceae,Hordeum,vulgare,M,38.53,N,3,1,1,1,0.006,"Allard RW, Kahler AL, BS Weir. 1972. The effect of selection on esterase allozymes in a barley population. Genetics 72:489_503"
2000,"Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.",Poaceae,Hordeum,vulgare,M,34.8,N,1,1,1,1,0.017,"Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522."
2004,"Abdel_Ghani, A. H., H. K. Parzies, A. Omary, and H. H. Geiger. 2004. Estimating the outcrossing rate of barley landraces and wild barley populations collected from ecologically different regions of Jordan. Theoretical and Applied Genetics 109:588_595.",Poaceae,Hordeum,vulgare,M,31.25,N,1,1,1,1,0.002,"Abdel_Ghani, A. H., H. K. Parzies, A. Omary, and H. H. Geiger. 2004. Estimating the outcrossing rate of barley landraces and wild barley populations collected from ecologically different regions of Jordan. Theoretical and Applied Genetics 109:588_595."
,Mitton et al. unpublished data,Poaceae,Lolium,multiflorum,M,,,,1,5,0,0.82,Mitton et al. unpublished data
2007,Karasawa et al. 2007. Mating system of Brazilian Oryza glumaepatula populations studied with microsatellite markers ANNALS OF BOTANY 99 (2): 245_253 ,Poaceae,Oryza,glumaepatula,M,11.48,S,8,1,5,,0.116,Karasawa et al. 2007. Mating system of Brazilian Oryza glumaepatula populations studied with microsatellite markers ANNALS OF BOTANY 99 (2): 245_253 
1990,"Morishima H, P Barbier. 1990. Mating system and genetic structure of natural populations in wild rice Oryza rufipogon. Plant Species Biol 5:31_39",Poaceae,Oryza,rufipogon,M,,N,,1,4,1,0.369,"Morishima H, P Barbier. 1990. Mating system and genetic structure of natural populations in wild rice Oryza rufipogon. Plant Species Biol 5:31_39"
1992,"Sun M, H Corke. 1992. Population genetics of colonizing success of weedy rye in Northern California. Theor Appl Genet 83: 321_329",Poaceae,Secale,montanum,M,41.1,N,3,1,1,0,0.92,"Sun M, H Corke. 1992. Population genetics of colonizing success of weedy rye in Northern California. Theor Appl Genet 83: 321_329"
2011,"Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.",Poaceae,Sorghum,bicolor,M,0.25,N,5,1,1,1,0.497,
2011,"Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.",Poaceae,Sorghum,bicolor,M,0.25,S,5,1,1,1,0.497,
2004,"Dje, Y., M. Heuertz, M. Ater, C. Lefebvre, and X. Vekemans. 2004. In situ estimation of outcrossing rate in sorghum landraces using microsatellite markers. Euphytica 138:205_212.",Poaceae,Sorghum,bicolor,M,35.5,N,3,1,1,1,0.115,"Dje, Y., M. Heuertz, M. Ater, C. Lefebvre, and X. Vekemans. 2004. In situ estimation of outcrossing rate in sorghum landraces using microsatellite markers. Euphytica 138:205_212."
2004,"Travis, S. E., C. E. Proffitt, and K. Ritland. 2004. Population structure and inbreeding_with successional stage in created Spartina alterniflora marshes. Ecological Applications 14:1189_1202.",Poaceae,Spartina,alterniflora,M,29.9,N,,1,4,1,0.782,"Travis, S. E., C. E. Proffitt, and K. Ritland. 2004. Population structure and inbreeding_with successional stage in created Spartina alterniflora marshes. Ecological Applications 14:1189_1202."
1988,"Golenberg, E. M. 1988. Outcrossing rates and their relationship to phenology in Triticum dicoccoides. Theoretical and Applied Genetics 75:937_944.",Poaceae,Triticum,dicoccoides,M,33,N,1,1,1,1,0,"Golenberg, E. M. 1988. Outcrossing rates and their relationship to phenology in Triticum dicoccoides. Theoretical and Applied Genetics 75:937_944."
1963,"Zohary, D., and D. Imber. 1963. Genetic dimorphism in fruit types in Aegilops speltoides. Heredity 18:223_231.",Poaceae,Triticum,speltoides,M,31.65,N,3,1,,,0.85,"Zohary, D., and D. Imber. 1963. Genetic dimorphism in fruit types in Aegilops speltoides. Heredity 18:223_231."
2011,HuffordETAL2011,Poaceae,Zea,mays_parviglumis,M,,N,,1,1,,0.969,
,,Polemoniaceae,Phlox,cuspidata,D,,,,1,1,,0.22,
1990,"Watkins L, DA Levin. 1990. Outcrossing rates in Phlox as related to plant density. Heredity 65: 81_89",Polemoniaceae,Phlox,drummondii,D,30.32,N,2,1,1,0,0.86,"Watkins L, DA Levin. 1990. Outcrossing rates in Phlox as related to plant density. Heredity 65: 81_89"
1990,"Barrett, S. C. H., and B. C. Husband. 1990. Variation in outcrossing rates in Eichhornia paniculata: The role of demographic and reproductive factors. Plant Species Biology 5:41_55.",Pontederiaceae,Eichhornia,paniculata,M,5.5,N,,1,1,1,0.567,"Barrett, S. C. H., and B. C. Husband. 1990. Variation in outcrossing rates in Eichhornia paniculata: The role of demographic and reproductive factors. Plant Species Biology 5:41_55."
1997,"Waycott M, JF Sampson. 1997. The mating system of an hydrophilous angiosperm Posidonia australis (Posidoniaceae). Am J Bot 84(5):621_625",Posidoniaceae,Posidonia,australis,M,32.37,S,,1,4,,0.586,"Waycott M, JF Sampson. 1997. The mating system of an hydrophilous angiosperm Posidonia australis (Posidoniaceae). Am J Bot 84(5):621_625"
1994,"Ayre D, Whelan RJ, Reid A. 1994. Unexpectedly high levels of selfing in the Australian shrub Grevillea barklyana (Proteaceae). Heredity 72:168_174",Proteaceae,Grevillea,barklyana,D,35.01,S,6,3,4,,0.356,"Ayre D, Whelan RJ, Reid A. 1994. Unexpectedly high levels of selfing in the Australian shrub Grevillea barklyana (Proteaceae). Heredity 72:168_174"
2007,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_252,Proteaceae,Lambertia,orbifolia,D,34.75,S,6,3,4,1,0.59,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_252
2009,"Wan_Jin Liao, Yi Hu, Bi_Ru Zhu, Xia_Qing Zhao, Yan_Fei Zeng and Da_Yong Zhang. 2009. Female reproductive success decreases with display size in monkshood, Aconitum kusnezoffii (Ranunculaceae). Annals of Botany 104: 1405_1412.",Ranunculaceae,Aconitum,kusnezoffii,D,39.95,N,2,1,4,1,0.884,
2004,"Eckert, C. G., and C. R. Herlihy. 2004. Using a cost_benefit approach to understanding the evolution of self_fertilization in plants: the perplexing case of Aquilegia canadensis (Ranunculaceae). Plant Species Biology 19:159_173.",Ranunculaceae,Aquilegia,canadensis,D,42.5,N,6,1,4,1,0.225,"Eckert, C. G., and C. R. Herlihy. 2004. Using a cost_benefit approach to understanding the evolution of self_fertilization in plants: the perplexing case of Aquilegia canadensis (Ranunculaceae). Plant Species Biology 19:159_173."
2005,Herlihy et al. 2005 unpublished data,Ranunculaceae,Aquilegia,viscosa,D,,N,,1,4,1,0.387,Herlihy et al. 2005 unpublished data
2001,"Williams, C. F., J. Ruvinsky, P. E. Scott, and D. K. Hews. 2001. Pollination, breeding system, and genetic structure in two sympatric Delphinium (Ranunculaceae) species. American Journal of Botany 88:1623_1633.",Ranunculaceae,Delphinium,nuttallianum,D,38.87,N,2,1,4,0,0.926,"Williams, C. F., J. Ruvinsky, P. E. Scott, and D. K. Hews. 2001. Pollination, breeding system, and genetic structure in two sympatric Delphinium (Ranunculaceae) species. American Journal of Botany 88:1623_1633."
2005,"Ge et al. 2005. Mating system and population genetic structure of Bruguiera gymnorrhiza (Rhizophoraceae), a viviparous mangrove species in China. JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY 326 (1): 48_55 ",Rhizophoraceae,Bruguiera ,gymnorrhiza,D,22,N,,4,4,,0.623,"Ge et al. 2005. Mating system and population genetic structure of Bruguiera gymnorrhiza (Rhizophoraceae), a viviparous mangrove species in China. JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY 326 (1): 48_55 "
2004,"Iddrisu, M. N., and K. Ritland. 2004. Genetic variation, population structure, and mating system in bigleaf maple (Acer macrophyllum Pursh). Canadian Journal of Botany 82:1817_1825.",Sapindaceae,Acer,macrophyllum,D,48.9,N,6,4,4,1,0.945,"Iddrisu, M. N., and K. Ritland. 2004. Genetic variation, population structure, and mating system in bigleaf maple (Acer macrophyllum Pursh). Canadian Journal of Botany 82:1817_1825."
